product_id,nlp_vector
36849,"name Paprikasalami - chorizo (mini) name_search paprikasalami - chorizo (mini) remarks Chorizo (mini) synonyms salami, salamistick brands Sol & Mar brands_search sol & mar categories vlees vis ei en vleesvervanger"
36850,name Red Bull energiedrank The purple edition name_search red bull energiedrank the purple edition remarks Red Bull boisson Ã©nergÃ©tique The purple edition synonyms energiedrank met taurine brands Red Bull brands_search red bull categories dranken
36851,name Bloem multigranen prairie name_search bloem multigranen prairie remarks Farine multicereales prairie synonyms bloem brands Aveve brands_search aveve categories aardappelen en graanproducten
36852,name Chocoladebrood name_search chocoladebrood remarks Pain au chocolat brands onbekend brands_search onbekend categories aardappelen en graanproducten
36853,name PavÃ©s granenbroodje mini name_search paves granenbroodje mini remarks PavÃ©s petit pain cÃ©rÃ©ales synonyms broodje brands Boni brands_search boni categories aardappelen en graanproducten
36854,name Burrata solo latte pugliese name_search burrata solo latte pugliese remarks Burrata solo latte pugliese brands Deliziosa brands_search deliziosa categories melkproducten en vervangers
36855,"name Holie's Crunchy Muesli name_search holies crunchy muesli remarks Holie's Crunchy Muesli synonyms cruesli, muesli, ontbijtgranen brands Holie's brands_search holies categories aardappelen en graanproducten"
36856,name Jus de pomme name_search jus de pomme
36857,name Danoontje knijpyoghurt appel en aardbei name_search danoontje knijpyoghurt appel en aardbei remarks Danoontje yaourt pomme et fraise synonyms yoghurt brands Danone brands_search danone categories melkproducten en vervangers
36858,"name Nocciolata crunchy name_search nocciolata crunchy remarks Nocciolata crunchy synonyms choco, hazelnootpasta brands Rigoni Di Asiago brands_search rigoni di asiago categories broodbeleg, extra"
36859,name Bowl farfalle met groene pesto en gerookte zalm name_search bowl farfalle met groene pesto en gerookte zalm remarks Bowl farfalle pesto salmon synonyms bowl brands Foodmaker brands_search foodmaker categories bereid gerecht
36860,name Sweet mashed potato chicken name_search sweet mashed potato chicken remarks Sweet mashed potato chicken brands Foodmaker brands_search foodmaker categories bereid gerecht
36861,name San Pellligrino drank met granaatappel en sinaasappel name_search san pellligrino drank met granaatappel en sinaasappel remarks San Pellligrino boisson Melograno et Arancia synonyms frisdrank
36862,"name Pindakaas name_search pindakaas remarks Beurre de cacahuÃ¨tes brands Mister Kitchen's brands_search mister kitchens categories broodbeleg, noten en zaden"
36863,"name Bosto Rice bar coconut chocolate name_search bosto rice bar coconut chocolate remarks Bosto Rice bar coconut chocolate synonyms galette au riz, rijstkoek met chocolade brands Bosto brands_search bosto categories extra"
36864,name Yoghurt peach orange name_search yoghurt peach orange remarks Yoghurt peach orange brands Milsani brands_search milsani categories melkproducten en vervangers
36865,name Mix rode vruchten voor smoothie name_search mix rode vruchten voor smoothie remarks Mix fruits rouge pour smoothie brands All seasons brands_search all seasons categories fruit
36866,name Chips Snack Day Ribble pickles name_search chips snack day ribble pickles remarks Chips Snack Day Ribble pickles synonyms chips brands Snack Day brands_search snack day categories extra
36867,name Kruiden kip name_search kruiden kip remarks Ã©pices poulet synonyms herbs brands Everyday brands_search everyday categories kruiden
36868,name Mihoen goreng name_search mihoen goreng remarks Mihoen goreng brands Spar brands_search spar categories bereid gerecht
36869,"name Mosterdspek name_search mosterdspek remarks Lard Ã  la moutarde synonyms charcuterie, vleeswaren brands DÃ©lifin brands_search delifin categories vlees vis ei en vleesvervanger"
36870,"name DÃ©li Soup, pompoensoep name_search deli soup, pompoensoep remarks DÃ©li Soup, Soupe veloutÃ© de potiron synonyms soep in brik brands Liebig brands_search liebig categories dranken"
36871,"name Gin Bombay Sapphire (London dry gin, 40% alcohol) name_search gin bombay sapphire (london dry gin, 40% alcohol) remarks Gin Bombay Sapphire (London dry gin, 40% alcool) brands Bombay Saphire brands_search bombay saphire categories alcohol"
36872,name Bamboo Crunchy Original name_search bamboo crunchy original remarks Bamboo Crunchy Original synonyms ontbijtgranen brands Bamboo brands_search bamboo categories aardappelen en graanproducten
36873,"name Notenpasta gemengd pinda, amandel, cashewnoot name_search notenpasta gemengd pinda, amandel, cashewnoot remarks PÃ¢te de noix mÃ©lange cacahuÃ¨tes, amandes, noix de cajou synonyms pindakaas brands Jumbo brands_search jumbo categories broodbeleg, noten en zaden"
36874,name Yoghurt mager bio name_search yoghurt mager bio remarks Yaourt maigre bio brands Albert Heijn brands_search albert heijn categories melkproducten en vervangers
36875,name Cartoones koekjes mini name_search cartoones koekjes mini remarks Cartoones mini biscuits synonyms koek brands Aldi brands_search aldi categories extra
36876,name Carrefour Smeervet (59% vet) name_search carrefour smeervet (59% vet) remarks Carrefour Tartinable (59% MG) brands Carrefour brands_search carrefour categories smeer- en bereidingsvet
36877,name Crackers Matze naturel name_search crackers matze naturel remarks Crackers Matze naturel synonyms cracker brands Hollandia brands_search hollandia categories aardappelen en graanproducten
36878,"name Rijswafels bio name_search rijswafels bio remarks Galette de riz bio synonyms rijstkoek brands Delhaize brands_search delhaize categories aardappelen en graanproducten, extra"
36879,"name Frosted Flakes name_search frosted flakes remarks Frosted Flakes synonyms cornflakes, ontbijtgranen brands Golden bridge brands_search golden bridge categories aardappelen en graanproducten"
36880,name Vrchtensap 3 Agrumes name_search vrchtensap 3 agrumes remarks Jus de fruits 3 Agrumes synonyms fruitsap brands Carrefour brands_search carrefour categories dranken
36881,name Vegan plakken goudasmaak name_search vegan plakken goudasmaak remarks Vegan tranches saveur gouda synonyms kaasvervanger brands Vemondo brands_search vemondo categories melkproducten en vervangers
36882,"name SIS GO Isotonic Gel Lemon & Lime Flavour name_search sis go isotonic gel lemon & lime flavour remarks SIS GO Isotonic Gel Lemon & Lime Flavour synonyms gel brands SIS, SIS  Sportvoeding brands_search sis, sis  sportvoeding categories sportvoeding"
36883,"name Tropicana multivitamines name_search tropicana multivitamines remarks Tropicana Multifruits multivitamines synonyms fruitsap, jus de fruits, vruchtensap brands Tropicana brands_search tropicana categories dranken"
36884,name Heinz Tomato blokjes met basilicum en oregano name_search heinz tomato blokjes met basilicum en oregano remarks Heinz Tomato concassÃ©es au basilic et Ã  l'origan synonyms tomatenblokjes brands Heinz brands_search heinz categories groenten
36885,"name Quaker Cruesli Multifruit name_search quaker cruesli multifruit remarks Quaker Cruesli Multifruit synonyms cereales, cruesli, ontbijtgranen brands Quaker brands_search quaker categories aardappelen en graanproducten"
36886,name Toscaanse burger (varkensvlees) name_search toscaanse burger (varkensvlees) remarks Steak hachÃ© toscan (viande de porc) synonyms hamburger brands Lidl brands_search lidl categories vlees vis ei en vleesvervanger
36887,"name Natuurboterwafels met een laagje pure chocolade name_search natuurboterwafels met een laagje pure chocolade remarks Galettes fines au beurre et chocolat noir synonyms koek, koek met chocolade brands Jules Destrooper brands_search jules destrooper categories extra"
36888,name Kroepoek naturel name_search kroepoek naturel remarks Kroepoek naturel synonyms chips brands Albert Heijn brands_search albert heijn categories extra
36889,name Margarine soja bakken en braden (75% vet) name_search margarine soja bakken en braden (75% vet) remarks Produit soya cuire et rÃ´tir (75% MG) synonyms bak- en braadvet brands Vita D'or brands_search vita dor categories smeer- en bereidingsvet
36890,name Kokos snippers name_search kokos snippers remarks Coco synonyms coco brands Albert Heijn brands_search albert heijn categories noten en zaden
36891,name Thaise Massaman Curry Pasta name_search thaise massaman curry pasta remarks PÃ¢te de Curry Massaman ThaÃ¯ synonyms saus brands Blue Elephant brands_search blue elephant categories bereid gerecht
36892,"name Roomyoghurt Stracciatella name_search roomyoghurt stracciatella remarks Yaourt Ã  la crÃ¨me Stracciatella synonyms yaourt, yoghurt brands Almhof brands_search almhof categories melkproducten en vervangers"
36893,name Kippenkruiden name_search kippenkruiden remarks Epices pour poulet brands Boni brands_search boni categories kruiden
36894,name Verse dadels name_search verse dadels remarks Mazafati dates brands Dulcissima brands_search dulcissima categories fruit
36895,name Spekblokjes name_search spekblokjes remarks Lardons synonyms bacon-streifen brands Dulano brands_search dulano categories vlees vis ei en vleesvervanger
36896,name Mosterd van Dijon name_search mosterd van dijon remarks Moutarde de Dijon brands Amora brands_search amora categories extra
36897,"name Ui, gehakt name_search ui, gehakt remarks Oignon hachÃ© synonyms ajuin brands Carrefour brands_search carrefour categories groenten"
36898,"name Sjalotten gehakt name_search sjalotten gehakt remarks Echalotes hachÃ©es synonyms ajuin, ui brands Carrefour brands_search carrefour categories groenten"
36899,name Finesse Kippebouillon vetarm (bereid) name_search finesse kippebouillon vetarm (bereid) remarks Finesse poule bouillon (prÃ©parÃ©) synonyms bouillonblokjes brands Knorr brands_search knorr categories extra
36900,name Blue Band vloeibaar (70% vet) name_search blue band vloeibaar (70% vet) remarks Blue Band liquide (70% MG) synonyms bakken & braden brands Blue Band brands_search blue band categories smeer- en bereidingsvet
36901,name Zemelkoekjes Tagatesse (lactosevrij) name_search zemelkoekjes tagatesse (lactosevrij) remarks Biscuits au son Tagatesse (sans lactose) brands Damhert  nutrition brands_search damhert  nutrition categories extra
36902,"name Blue Band Halvarine (39% vet) name_search blue band halvarine (39% vet) remarks Blue Band Halvarine (39% MG) synonyms smeervet, smeervet 38% brands Blue Band brands_search blue band categories smeer- en bereidingsvet"
36903,name Tamari sojasaus name_search tamari sojasaus remarks Tamari sauce soja synonyms saus brands Yakso brands_search yakso categories extra
36904,name Guacamole jalapeno & koriander name_search guacamole jalapeno & koriander remarks Guacamole jalapeno & coriandre brands PÃ¨re olive brands_search pere olive categories extra
36905,name Macaroni proscuitto name_search macaroni proscuitto remarks Macaroni proscuitto brands Delhaize brands_search delhaize categories bereid gerecht
36906,name Pandan rijst (ongekookt) name_search pandan rijst (ongekookt) remarks Riz Pandan (non cuit) synonyms witte rijst brands Lassie brands_search lassie categories aardappelen en graanproducten
36907,name Burrata name_search burrata remarks Burrata solo latte pugliese synonyms kaas brands Deliziosa brands_search deliziosa categories melkproducten en vervangers
36908,name Chocolade met hazelnoten name_search chocolade met hazelnoten remarks Chocolat aux noisettes synonyms chocolade brands Ferrero brands_search ferrero categories extra
36909,name Havermout fijn bio name_search havermout fijn bio remarks Flocons dâ€™avoine fins bio synonyms havervlokken brands Biobim brands_search biobim categories aardappelen en graanproducten
36910,name Dessert Vla framboos zacht en luchtig name_search dessert vla framboos zacht en luchtig remarks Dessert framboise synonyms pudding brands Campina brands_search campina categories melkproducten en vervangers
36911,"name Goudse kaas name_search goudse kaas remarks Fromage Gouda synonyms halal, kaas brands Silifke brands_search silifke categories melkproducten en vervangers"
36912,name Cake Chocolade Mini name_search cake chocolade mini remarks Cake chocolat mini synonyms cake brands Crumbel brands_search crumbel categories extra
36913,"name Rodeo Energy Drink name_search rodeo energy drink remarks Rodeo Energy Drink synonyms bevat taurine, energiedrank brands Rodeo brands_search rodeo categories dranken"
36914,name Fish & fun gepaneerde vis name_search fish & fun gepaneerde vis remarks Fish & fun poisson panÃ© synonyms gefrituurde visstick brands Captain Iglo brands_search captain iglo categories vlees vis ei en vleesvervanger
36915,"name Vegetable Maroccan soup name_search vegetable maroccan soup remarks Soupe marocaine Harira synonyms halal, soep brands IdÃ©al brands_search ideal categories dranken"
36916,name Zoete aardappel rauw name_search zoete aardappel rauw remarks Patate douce crue brands Albert Heijn brands_search albert heijn categories groenten
36917,name Balletjes op Luikse wijze met aardappelpuree name_search balletjes op luikse wijze met aardappelpuree remarks Boulettes Ã  la liÃ©geoise et purÃ©e de pommes de terre brands Carrefour brands_search carrefour categories bereid gerecht
36918,"name Haribo Primavera snoep schuim aardbeien name_search haribo primavera snoep schuim aardbeien remarks Haribo Primavera mousse fraises bonbons synonyms snoep, suikersnoep, susswaren brands Haribo brands_search haribo categories extra"
36919,"name Ontbijtkoek zero zonder toegevoegde suikers name_search ontbijtkoek zero zonder toegevoegde suikers remarks Pain d'Ã©pices zÃ©ro sans sucres ajoutÃ©s synonyms honingkoek, peperkoek brands Jumbo brands_search jumbo categories broodbeleg, extra"
36920,"name Ontbijtkoek naturel (ongesneden) name_search ontbijtkoek naturel (ongesneden) remarks Pain d'Ã©pices naturel (non coupÃ©) synonyms honingkoek, peperkoek brands Jumbo brands_search jumbo categories broodbeleg, extra"
36921,name Balletjes in tomatensaus name_search balletjes in tomatensaus remarks Boulettes sauce tomate brands Everyday brands_search everyday categories vlees vis ei en vleesvervanger
36922,name Gehaktballetjes met tomatensaus en aardappelpuree name_search gehaktballetjes met tomatensaus en aardappelpuree remarks Boulettes sauce tomate et purÃ©e de pommes de terre brands Delhaize brands_search delhaize categories bereid gerecht
36923,name Plantaardige balletjes name_search plantaardige balletjes remarks Plantaardige balletjes brands Vivera brands_search vivera categories vlees vis ei en vleesvervanger
36924,"name Boterhambeleg Balletjes in tomatensaus name_search boterhambeleg balletjes in tomatensaus remarks Boulettes sauce tomate brands Albert Heijn brands_search albert heijn categories broodbeleg, vlees vis ei en vleesvervanger"
36925,name Gehaktballetjes met tomatensaus (in glas) name_search gehaktballetjes met tomatensaus (in glas) remarks Boulettes sauce tomate (en bocale) brands La vie Ã  la campagne brands_search la vie a la campagne categories bereid gerecht
36926,name Mayonaise Dijon name_search mayonaise dijon remarks Mayonnaise de Dijon synonyms saus brands Amora brands_search amora categories extra
36927,name Mini krieltjes kruidenbotersmaak name_search mini krieltjes kruidenbotersmaak remarks Mini krieltjes kruidenbotersmaak
36928,name Hummus zongedroogde tomaat name_search hummus zongedroogde tomaat remarks Hummus zongedroogde tomaat brands Albert Heijn brands_search albert heijn
36929,name Hummus pittig name_search hummus pittig remarks Hummus pimentÃ© brands PÃ¨re olive brands_search pere olive
36930,name Hummus naturel name_search hummus naturel remarks Houmous nature brands Albert Heijn brands_search albert heijn
36931,"name Haribo fantastic mix name_search haribo fantastic mix remarks Haribo fantastic mix synonyms snoep, suikersnoep brands Haribo brands_search haribo categories extra"
36932,"name Pancakes naturel name_search pancakes naturel remarks Pancakes naturel synonyms crepes, pannekoeken brands Jumbo brands_search jumbo categories aardappelen en graanproducten"
36933,name Lilalou koek haver en granen bio name_search lilalou koek haver en granen bio remarks Lilalou biscuit avoine & cÃ©rÃ©ales bio synonyms koek brands Lilalou brands_search lilalou categories extra
36934,"name Zakje met mango stukjes name_search zakje met mango stukjes remarks Mango (surgelÃ©es) synonyms diepvriesfruit, mango brands Albert Heijn brands_search albert heijn categories fruit"
36935,name Filet d'Anvers name_search filet danvers remarks Filet d'Anvers synonyms vleeswaren brands Saint Alby brands_search saint alby categories vlees vis ei en vleesvervanger
36936,name Limonade grenadine bruisend name_search limonade grenadine bruisend remarks Limonade grenadine bruisend synonyms frisdrank brands Spa brands_search spa categories dranken
36937,name Bubblicious Strawberry Splash name_search bubblicious strawberry splash remarks Bubblicious Strawberry Splash synonyms kauwgom brands Mondelez brands_search mondelez categories extra
36938,"name Groene olijven met witte kaas name_search groene olijven met witte kaas remarks Olives vertes au fromage blanc brands Albert Heijn brands_search albert heijn categories fruit, melkproducten en vervangers"
36939,name Koek Zuckerfrei Wiener Sandringe name_search koek zuckerfrei wiener sandringe remarks Biscuit Zuckerfrei Wiener Sandringe synonyms koek met verlaagd suiker brands Coppenrath brands_search coppenrath categories extra
36940,name Special flakes pure chocolade name_search special flakes pure chocolade remarks Special flakes chocolate noir synonyms ontbijtgranen brands Jumbo brands_search jumbo categories aardappelen en graanproducten
36941,name Rigatoni chicken pesto name_search rigatoni chicken pesto remarks Rigatoni chicken pesto brands Foodmaker brands_search foodmaker categories bereid gerecht
36942,name Tagliatelle Tomaat-Spinazie name_search tagliatelle tomaat-spinazie remarks Tagliatelle Tomate-Ã©pinard brands Culinea brands_search culinea categories bereid gerecht
36943,name Stokbrood knoflook name_search stokbrood knoflook remarks Baguette l'ail synonyms stokbrood om af te bakken brands Chef select brands_search chef select categories aardappelen en graanproducten
36944,"name BA! Energy bar banÃ¡n name_search ba! energy bar banan remarks BA! Energy bar banÃ¡n synonyms energiereep, sportreep brands Bakalland brands_search bakalland categories sportvoeding"
36945,"name Smoothie ananas mango kokos name_search smoothie ananas mango kokos remarks Smoothie ananas mangue coco synonyms fruitsap, vruchtensap brands Carrefour brands_search carrefour categories dranken"
36946,name Pepperoni name_search pepperoni remarks Pepperoni synonyms salami brands Albert Heijn brands_search albert heijn categories vlees vis ei en vleesvervanger
36947,name Petit beurre met stukjes chocolade name_search petit beurre met stukjes chocolade remarks Petit beurre pÃ©pites de chocolat synonyms koek brands Carrefour brands_search carrefour categories extra
36948,name Rijst Basmati (ongekookt) name_search rijst basmati (ongekookt) remarks Riz Basmati (non cuit) synonyms witte rijst
36949,"name Krokovlokken puur en vanille name_search krokovlokken puur en vanille remarks Krokovlokken puur en vanille synonyms chocoladevlokken brands Venz brands_search venz categories broodbeleg, extra"
36950,"name Poedersuiker name_search poedersuiker remarks Sucre en fleur synonyms bloemsuiker, puderzucker, suiker brands Van Gils brands_search van gils categories extra"
36951,"name Sorbet mongo (stick) name_search sorbet mongo (stick) remarks Sorbet La Mangue synonyms ijsje, mangosorbet brands Les lavandines brands_search les lavandines categories extra"
36952,name Klaaskoek sandwich name_search klaaskoek sandwich remarks Saint-Nicolas sandwich synonyms sandwich brands Boni brands_search boni categories aardappelen en graanproducten
36953,name Harry's botersandwich name_search harrys botersandwich remarks Harry's sandwich au beurre synonyms sandwich brands Harry's brands_search harrys categories aardappelen en graanproducten
36954,"name CÃ©rÃ©al Fruitbeleg abrikoos (bevat polyolen) name_search cereal fruitbeleg abrikoos (bevat polyolen) remarks CÃ©rÃ©al abricot (avec polyols) synonyms confiture, confituur, jam brands CÃ©rÃ©al brands_search cereal categories broodbeleg, extra"
36955,"name Lemonade appel-gember-citroen-kurkuma name_search lemonade appel-gember-citroen-kurkuma remarks Lemonade pomme-gingembre-citron-curcuma synonyms fruitsap, vruchtensap brands Delhaize brands_search delhaize categories dranken"
36956,name Girasoli tomate & mozzarella name_search girasoli tomate & mozzarella remarks Girasoli tomate & mozzarella synonyms ravioli brands Carrefour brands_search carrefour categories bereid gerecht
36957,name Spa gearomatiseerde drank grapefruit bruisend name_search spa gearomatiseerde drank grapefruit bruisend remarks Spa Eau aromatisÃ©e Grapefruit petillant brands Spa brands_search spa categories dranken
36958,name Activa Koek aardbei (bevat polyolen) name_search activa koek aardbei (bevat polyolen) remarks Activa biscuit fraise (avec polyols) synonyms koek met polyolen brands Belkorn brands_search belkorn categories extra
36959,name Energy bar endurance name_search energy bar endurance remarks Energy bar endurance synonyms sportreep brands Bodymass brands_search bodymass categories sportvoeding
36960,"name Blackcurrant + Apple juice drink name_search blackcurrant + apple juice drink remarks Blackcurrant + Apple juice drink synonyms fruitsap, vruchtensap brands Fruitella brands_search fruitella categories dranken"
36961,name Frikandel name_search frikandel remarks Fricadelle brands Delhaize brands_search delhaize categories vlees vis ei en vleesvervanger
36962,name Broodje bapao met rundsvleesvulling name_search broodje bapao met rundsvleesvulling remarks Broodje bapao met rundsvleesvulling brands Jumbo brands_search jumbo categories bereid gerecht
36963,name Farfalle pesto name_search farfalle pesto remarks Farfalle pesto brands Delhaize brands_search delhaize categories bereid gerecht
36964,name Frites saus zero name_search frites saus zero remarks Frites saus zero synonyms saus brands Remia brands_search remia categories extra
36965,name High Protein Chocolate Mousse name_search high protein chocolate mousse remarks High Protein Chocolate Mousse brands Ehrmann brands_search ehrmann categories melkproducten en vervangers
36966,name Vruchtenfrisdrank multi orange name_search vruchtenfrisdrank multi orange remarks Boisson rafraichissante multi orange synonyms vruchtenfrisdrank brands Nono brands_search nono categories dranken
36967,name Kinder Chocofresh name_search kinder chocofresh remarks Kinder Chocofresh brands Ferrero brands_search ferrero categories extra
36968,name Arrabbiata saus name_search arrabbiata saus remarks Sauce Arrabbiata brands Boni brands_search boni categories bereid gerecht
36969,name Ruimte ijsjes name_search ruimte ijsjes remarks Ruimte ijsjes synonyms waterijsje brands Albert Heijn brands_search albert heijn categories extra
36970,name Keto peanut butter cups (bevat polyolen) name_search keto peanut butter cups (bevat polyolen) remarks Keto peanut butter cups (avec polyols) brands Atkins brands_search atkins categories extra
36971,name Pralines  I Love you name_search pralines  i love you remarks Bonbons de chocolat  I Love you synonyms praline categories extra
36972,name Baristamilk name_search baristamilk remarks Baristamilk brands GlobeMilk brands_search globemilk categories melkproducten en vervangers
36973,name Mexicaanse taco's (bereid) name_search mexicaanse tacos (bereid) remarks Mexicaanse taco's (bereid) brands Knorr brands_search knorr categories bereid gerecht
36974,name Mini crackers olijfolie & oregano name_search mini crackers olijfolie & oregano remarks Mini crackers olijfolie & oregano synonyms cracker brands Albert Heijn brands_search albert heijn categories aardappelen en graanproducten
36975,name Rozijnen bio name_search rozijnen bio remarks Raisins secs bio brands Carrefour brands_search carrefour categories fruit
36976,name Gojibessen name_search gojibessen remarks Baies de goji synonyms gedroogd fruit brands Boni brands_search boni categories fruit
36977,name Genoise mini - cake omhuld met cacao en melkvulling name_search genoise mini - cake omhuld met cacao en melkvulling remarks Genoise mini - petits gÃ¢teaux enrobÃ©s de cacao et fourrÃ©s au lait brands Monarc brands_search monarc categories extra
36978,name Confituur frambozen bio name_search confituur frambozen bio remarks Confiture Framboise Bio synonyms jam
36979,"name Damhert peperkoek met fructose name_search damhert peperkoek met fructose remarks Damhert peperkoek met fructose synonyms honingkoek brands Damhert  nutrition brands_search damhert  nutrition categories broodbeleg, extra"
36980,"name Maiswafels (dun) paprikasmaak name_search maiswafels (dun) paprikasmaak remarks Thin corn waffles bell pepper synonyms rijstkoek, rijstwafel brands Albert Heijn brands_search albert heijn categories extra"
36981,"name Ontbijtkoek glutenvrij name_search ontbijtkoek glutenvrij remarks Pain d'Ã©pices sans gluten synonyms glutenvrij, peperkoek brands Glutenvrije webshop brands_search glutenvrije webshop categories broodbeleg, extra"
36982,name Macaroni bolognese name_search macaroni bolognese remarks Macaroni bolognese brands Jumbo brands_search jumbo categories bereid gerecht
36983,"name Cirio La Napoletana (L) name_search cirio la napoletana (l) brands Conserve Italia, cirio brands_search conserve italia, cirio"
36984,name Tonijnsalade met cocktailsaus name_search tonijnsalade met cocktailsaus remarks Thon Ã  la sauce cocktail synonyms boterhamsalade brands Delhaize brands_search delhaize categories broodbeleg
36985,"name Gimber the original (siroop om te verdunnen) name_search gimber the original (siroop om te verdunnen) remarks Gimber the original. ConcentrÃ© biologique de gingembre, de citron et d'herbes & d'Ã©pices synonyms siroop voor dranken brands Gimber brands_search gimber categories extra"
36986,name Blauwe bes en framboos (diepvries) name_search blauwe bes en framboos (diepvries) remarks Myrtille et framboise (surgelÃ©es) synonyms diepvriesfruit brands Delhaize brands_search delhaize categories fruit
36987,"name Havermout volkoren appel kaneel name_search havermout volkoren appel kaneel remarks Flocons d'avoine complets pomme-cannelle synonyms havervlokken, ontbijtgranen brands Albert Heijn brands_search albert heijn categories aardappelen en graanproducten"
36988,name Milk drink cookie dough smaak name_search milk drink cookie dough smaak remarks Milk drink saveur cookie dough brands Mcennedy brands_search mcennedy categories melkproducten en vervangers
36989,"name Chips Mac Cheese style name_search chips mac cheese style remarks Chips Mac Cheese style synonyms chips brands Lidl, Mcennedy brands_search lidl, mcennedy categories extra"
36990,"name Drink mix 320 hydrogel (onbereid, mengen met 500 ml water) name_search drink mix 320 hydrogel (onbereid, mengen met 500 ml water) remarks Drink mix 320 hydrogel synonyms gel, hydrogel, sportgel brands Maurten brands_search maurten categories sportvoeding"
36991,name Aardbeien diepvries name_search aardbeien diepvries remarks Fraises surgelÃ©es synonyms diepvriesfruit brands Delhaize brands_search delhaize categories fruit
36992,"name Rijstwafel melkchocolade name_search rijstwafel melkchocolade remarks Galette de riz chocolate au lait synonyms rijstkoek, rijstkoek met chocolade brands Jumbo brands_search jumbo categories extra"
36993,name Milk Chocolate Butter Biscuits name_search milk chocolate butter biscuits remarks Milk Chocolate Butter Biscuits synonyms koek met chocolade
36994,name Cornflakes Classic name_search cornflakes classic remarks Cornflakes Classic synonyms ontbijtgranen brands Hahne brands_search hahne categories aardappelen en graanproducten
36995,name Gepofte harde tarwe name_search gepofte harde tarwe remarks BlÃ© dur soufflÃ© synonyms ontbijtgranen brands Delhaize brands_search delhaize categories aardappelen en graanproducten
36996,name Crunchy Protein chocolate bar name_search crunchy protein chocolate bar remarks Crunchy Protein chocolate bar synonyms eiwitreep brands Bombus brands_search bombus categories extra
36997,name Mueslireep banaan name_search mueslireep banaan remarks Muesli Banane cÃ©rÃ©ales bar brands Bakalland brands_search bakalland categories extra
36998,"name Lunch Bowl linzen, bulgur, gegrilde rode paprika en aubergine, cherrytomaten name_search lunch bowl linzen, bulgur, gegrilde rode paprika en aubergine, cherrytomaten remarks Lunch Bowl lentilles, boulgour, poivron rouge et aubergine grillÃ©s, tomates cerises brands Bonduelle brands_search bonduelle categories bereid gerecht"
36999,name Dolce Gusto Starbucks Pumpkin spice latte name_search dolce gusto starbucks pumpkin spice latte remarks Dolce Gusto Starbucks Pumpkin spice latte synonyms koffie brands Starbucks brands_search starbucks categories dranken
37000,"name Dilea smeerkaas (lactosevrij) name_search dilea smeerkaas (lactosevrij) remarks Dilea Fromage Ã  tartiner (sans lactose) synonyms lactosevrij, sans lactose, smeerkaas brands Dilea brands_search dilea categories melkproducten en vervangers"
37001,"name Boerenchipolata varken name_search boerenchipolata varken remarks Chipolata de campagne porc synonyms varkensworst, worst brands Belgian Quality brands_search belgian quality categories vlees vis ei en vleesvervanger"
37002,"name Chipolata varken (L) name_search chipolata varken (l) remarks Chipolata porc synonyms varkensworst, worst brands onbekend brands_search onbekend categories vlees vis ei en vleesvervanger"
37003,name Brood Libanees wit name_search brood libanees wit remarks Pain libanais blanc brands shams bakkerij brands_search shams bakkerij categories aardappelen en graanproducten
37004,name Cake gemarmerd (cake marble) name_search cake gemarmerd (cake marble) remarks Cake marble synonyms cake brands Mandul brands_search mandul categories extra
37005,name Chipolata (L) remarks Chipolata (L) synonyms worst
37006,name Cappelletti Prosciutto Crudo rauwe ham name_search cappelletti prosciutto crudo rauwe ham remarks Cappelletti Prosciutto Crudo jambon cru brands Albert Heijn brands_search albert heijn categories bereid gerecht
37007,name Cappelletti Rauwe ham name_search cappelletti rauwe ham remarks Cappelletti Jambon cru brands Delhaize brands_search delhaize categories bereid gerecht
37008,name Koffiecreamer (bereid) name_search koffiecreamer (bereid) remarks Koffiecreamer (prÃ©parÃ©) brands Albert Heijn brands_search albert heijn categories extra
37009,name Haribo snoep kikkers name_search haribo snoep kikkers remarks Haribo Grenouilles synonyms suikersnoep brands Haribo brands_search haribo categories extra
37010,"name Leerdammer Le moelleux (29,5% vet) name_search leerdammer le moelleux (29,5% vet) remarks Leerdammer Le moelleux (29,5% MG) synonyms kaas brands Leerdammer brands_search leerdammer categories melkproducten en vervangers"
37011,name Chocoladereep kokos mango bio name_search chocoladereep kokos mango bio remarks Barre Choco Mangue Coco Bio & Ã©quitable synonyms chocolade brands Oxfam Fairtrade brands_search oxfam fairtrade categories extra
37012,"name Balletjes op Luikse wijze met erwten, wortelen en puree name_search balletjes op luikse wijze met erwten, wortelen en puree remarks Boulettes Ã  la liÃ©geoise, petits pois, carottes et purÃ©e brands Delhaize brands_search delhaize categories bereid gerecht"
37013,name Lotus Cake donut Pinkylicious name_search lotus cake donut pinkylicious remarks Lotus Cake donut Pinkylicious synonyms cake brands Lotus brands_search lotus categories extra
37014,name Speltkoekjes biologisch name_search speltkoekjes biologisch remarks Speltkoekjes biologisch synonyms koek brands De kleine keuken brands_search de kleine keuken categories extra
37015,name Mueslikoeken name_search mueslikoeken remarks Biscuits au muesli brands Billyâ€™s Farm brands_search billys farm categories extra
37016,"name Hazelnootpasta Kwatta name_search hazelnootpasta kwatta remarks PÃ¢te Ã  tartiner aux noisettes Kwatta synonyms choco, chocoladepasta brands Heinz brands_search heinz categories broodbeleg, extra"
37017,"name Boterhamsalade kip-samba name_search boterhamsalade kip-samba remarks Produits Ã  tartiner poulet-samba brands Johma brands_search johma categories broodbeleg, vlees vis ei en vleesvervanger"
